52.3578848506949, 4.848886728286743),
52.36035523887676, 4.848843812942505),
52.36125285753056, 4.849541187286377),
52.36318562411317, 4.8494553565979),
52.363224933742664, 4.849069118499756),
52.36420766311323, 4.848951101303101),
52.36427972907346, 4.850528240203857),
52.36530829405757, 4.850517511367798),
52.366703697442375, 4.849820137023926),
52.36975639810222, 4.84845757484436),
52.36963193589161, 4.847770929336548),
52.3698481068751, 4.847652912139893),
52.36963193589161, 4.845678806304932),
52.36957953064536, 4.842621088027954),
52.37075208316216, 4.8426854610443115),
52.37220667736458, 4.842894138772408),
52.37220888039858, 4.843524981519181),
52.37220545521828, 4.844608542707192),
52.37220352503111, 4.844876419479647),
52.372235743271794, 4.845303297042847),
52.37224801527525, 4.84559071542094),
52.37231037621715, 4.846121070057279),
52.37244024975838, 4.847203964376035),
52.37252722913565, 4.8476797342300415),
52.37264185788092, 4.848361015319824),
52.373029535200985, 4.850491968863594),
52.37339150848092, 4.85244521025993),
52.37356542720236, 4.853194355964661),
52.37406575468895, 4.854424527792617),
52.37425972901089, 4.8548948764801025),
52.37432463171052, 4.855370391894439),
52.37440348299115, 4.855971121289599),
52.37450207707231, 4.856809973716736),
52.37458723993284, 4.857499804584222),
52.374605320506696, 4.857660988277416),
52.3746577506384, 4.858256431390828),
52.37471895397596, 4.858926482798211),
52.37478044820447, 4.859567284584045),
52.374870308858185, 4.860004591020015),
52.37496119956115, 4.860471395345826),
52.37502606833457, 4.861251711845398),
52.375059346654105, 4.8617427918838985),
52.37514509745788, 4.862460485136467),
52.375273385542116, 4.8634967006553325),
52.37535028481464, 4.864127039909363),
52.37542483736302, 4.8644349401133695),
52.375152513950574, 4.864571342246677),
52.37494201916108, 4.8646375638136305),
52.374685792476775, 4.86471702468657),
52.37451233603184, 4.864910974681152),
52.37423025415597, 4.865229427814484),
52.374040304618994, 4.865462779998779),
52.373784506139195, 4.865777402224012),
52.37348191374944, 4.866154789924622),
52.3730520625965, 4.866671115159988),
52.37292024073808, 4.86682802438736),
52.372652501963614, 4.866878986358643),
52.37248173229619, 4.866911102657355),
52.37230494917161, 4.866901471774781),
52.372076475669495, 4.866889777343431),
52.37185720112157, 4.8666553262862635),
52.371617121532665, 4.866398213921684),
52.371700102823695, 4.866835269215244),
52.37187281385526, 4.867746322397579),
52.37200559523212, 4.868446309952219),
52.372053973023355, 4.868705570697784),
52.372167660858445, 4.869246545316855),
52.37232580933397, 4.870003759860992),
52.372433958851516, 4.870515120532673),
52.37256243656762, 4.871131628751755),
52.37268115909655, 4.871694892644882),
52.37280594701766, 4.87228791266034),
52.372901818397324, 4.8727429658174515),
52.37297955943196, 4.873122521634741),
52.37307089425845, 4.873556345701218),
52.3731863305663, 4.874126765225469),
52.37331330539713, 4.874745261116118),
52.37332639314057, 4.875183198314403),
52.37341819592019, 4.8753767662100245),
52.373111112525336, 4.875306702898911),
52.37287602710738, 4.875086545944214),
52.3725634897923, 4.874630307723464),
52.37239719302225, 4.874470554449431),
52.37213307242083, 4.874444356813342),
52.37175429611558, 4.874579608440399),
52.37111727123448, 4.874853193759918),
52.370970448422554, 4.874914600203738),
52.37040654368598, 4.875209927558899),
52.369776049998144, 4.875537157058716),
52.36955388845949, 4.875649809187735),
52.36913842537354, 4.875981399185207),
52.36888843064454, 4.876483976840973),
52.36855761591708, 4.876776337623596),
52.36829578460124, 4.876987350313584),
52.368056476016825, 4.8771679401397705),
52.3676519569833, 4.8771920800209045),
52.36735225020924, 4.8772993683815),
52.367172853504506, 4.877361574998304),
52.36686256099556, 4.877428114414215),
52.36656539801719, 4.877716574949432),
52.366402332964604, 4.878045255997677),
52.3660726778924, 4.878564911090962),
52.36574067728385, 4.878919422626495),
52.365400587515474, 4.879079304031393),
52.36516739063745, 4.8791472659661395),
52.36501395562554, 4.879390422735241),
52.36478835049784, 4.879275884806134),
52.36457866662058, 4.879252625252889),
52.36437176704445, 4.879262342669108),
52.36415335441998, 4.879434072543063),
52.36393865340646, 4.87975520833686),
52.363801470956986, 4.880324900150299),
52.36362621754283, 4.880727231502533),
52.36344026089211, 4.881053012942175),
52.36320527893228, 4.8813870549201965),
52.36300054080432, 4.881515800952911),
52.36269334363782, 4.8816018173328075),
52.362429217570714, 4.88165453590193),
52.36228814107255, 4.881751204238185),
52.36217036783138, 4.881866927128385),
52.362087397201975, 4.882002621889114),
52.362053247732334, 4.8820940568163),
52.36183105843057, 4.881349503993988),
52.36150487382263, 4.880152655809184),
52.36127048968747, 4.879290590661185),
52.361087064758124, 4.878620017560706),
52.360998970892126, 4.878299832344055),
52.36085683264211, 4.877703327027689),
52.36080170662064, 4.8774696171066125),
52.36084991418604, 4.8774254322052),
52.360843712552665, 4.87735674129749),
52.361068415763604, 4.877192779338202),
52.361067766125316, 4.877162575721741),
52.360996758711366, 4.876884802981635),
52.360962935251024, 4.876749515533447),
52.36076505516773, 4.876858400741526),
52.36077110957562, 4.876927681554207),
52.36074703459713, 4.876984473539551),
52.3607581203273, 4.87705191647683),
52.360705770959036, 4.877119660377502),
52.360643527147495, 4.87693727016449),
52.360579645249736, 4.876663684844971),
52.36077620464006, 4.8765429854393005),
52.360718874908216, 4.876280128955841),
52.360791675496735, 4.876190084111045),
52.36071413050065, 4.875873115803415),
52.36074917777574, 4.875863045454025),
52.360810122342954, 4.875608859904901),
52.36072451338515, 4.875512914015644),
52.36067703675694, 4.875415353820927),
52.360666648318784, 4.875308552843421),
52.36069913903753, 4.875204811870617),
52.36076074774973, 4.875061382425656),
52.36081674490557, 4.874969199299812),
52.360869738748555, 4.874719618673453),
52.36091862775202, 4.87448613345623),
52.36091789065832, 4.874347597360611),
52.360939184471505, 4.874198734760284),
52.36105225960052, 4.873966920711609),
52.360998049171606, 4.873838292380924),
52.36086056111029, 4.8738111555576324),
52.360769652674485, 4.873584508895874),
52.36068307676116, 4.873290272248141),
52.36066482109289, 4.873070865869522),
52.36058727797868, 4.8728477075510455),
52.360555894264174, 4.872750341892242),
52.36049425892908, 4.872506799132793),
52.36045296070777, 4.872340188741873),
52.36044788191342, 4.872316652461791),
52.360414329605646, 4.8721378599789205),
52.36035058982759, 4.871789164402912),
52.360326260598455, 4.871629809632054),
52.36057424211759, 4.8714123441006905),
52.36055549830537, 4.871259699644611),
52.360217646084514, 4.871531277894974),
52.360186523845876, 4.8713381588459015),
52.36023730222391, 4.8712509870529175),
52.36018324781947, 4.8709894716739655),
52.3601344523237, 4.870768897064636),
52.36006272730201, 4.870434762203445),
52.35998254751814, 4.870058335216186),
52.35998340975021, 4.870054721832275),
52.360099305955785, 4.869856919072504),
52.36001040558254, 4.869505281631746),
52.3599334815921, 4.869204048927031),
52.35983598764442, 4.86882358789444),
52.35976130958234, 4.868526354696655),
52.35966180163782, 4.868136371028527),
