52.35953295177125, 4.867632687091827),
52.35936587164427, 4.866975545883179),
52.359262003567956, 4.866567358110046),
52.359104399811876, 4.8659480059034195),
52.35894325438559, 4.865946918725967),
52.35881326768766, 4.865812574224947),
52.358894327430576, 4.865510921173154),
52.359001730326746, 4.86544164107886),
52.35899300095616, 4.865385945026674),
52.35890465322165, 4.865026593907714),
52.358820146354944, 4.864685505803891),
52.35867374579424, 4.864092600615436),
52.3585218945949, 4.863477252854636),
52.35839652634752, 4.862971693292707),
52.35827912737375, 4.862495783156874),
52.35814544049834, 4.861954898458293),
52.35800818911134, 4.8613999922347375),
52.3578959623806, 4.860955542008583),
52.35783205079939, 4.8607053316085285),
52.3577417216104, 4.860355854034424),
52.35766183859867, 4.8600360180697635),
52.3575611809641, 4.859643015418214),
52.35744219396853, 4.859176464865641),
52.357361871404066, 4.858860781341264),
52.35722036293365, 4.8583059956336),
52.3570999607226, 4.857833926846979),
52.35697534168966, 4.857345288674537),
52.356873777378325, 4.856948321740333),
52.35672413451558, 4.856362647957553),
52.3565926109194, 4.85585413161391),
52.356497693264885, 4.855487168470972),
52.356378990846984, 4.855027511521257),
52.3565280262172, 4.854105033763176),
52.35670069440733, 4.854157269001007),
52.35689642357789, 4.854212556615721),
52.35717486770544, 4.854282687202385),
52.35772779772621, 4.854776859283447),
52.357940750769394, 4.854194819927216),
52.35807406838884, 4.853664954079591),
52.35808490301617, 4.85345721244812),
52.357932392768134, 4.852819779908941),
52.35792029357534, 4.852297249100275),
52.357898834975714, 4.851361075369709),
52.35791955390743, 4.850583168127969),
52.357930715896025, 4.850191673138511),
52.35790858398882, 4.84956400770227),
52.35788833165399, 4.848889410495758)];
