3	5	2	6	4	46	20	13
3	6	3	7	4	43	21	13
4	7	3	6	3	49	19	9
6	9	4	7	5	49	13	8
5	6	3	6	4	52	15	9
6	12	6	7	4	39	16	11
6	10	5	7	4	37	15	16
4	10	7	8	3	32	24	12
5	10	5	9	4	40	14	12
5	9	4	5	3	44	17	14
4	6	3	5	3	37	15	26
5	6	3	7	5	48	16	11
4	7	4	7	4	45	19	10
5	10	5	6	3	45	19	8
5	8	4	12	5	37	17	13
7	20	6	5	2	45	11	3
5	11	6	6	2	33	20	16
5	9	5	6	3	38	20	13
6	11	6	7	3	34	16	17
5	11	6	10	5	39	18	6
5	11	6	8	3	36	20	11
4	11	6	6	3	33	24	13
1	4	1	6	3	46	29	9
